Id;Marca;Tipo;Capacidad_GB;Velocidad_MHz;Latencia_CAS;Voltaje;RGB;Modulos;Disipador;Precio_USD
399;Crucial;DDR4;32;2468;17;1,27;False;4;High-End;154,14
400;Kingston;DDR4;8;3790;22;1,29;True;1;High-End;116,42
401;Kingston;DDR5;16;6296;36;1,11;True;1;Standard;180,99
402;Samsung;DDR4;16;3966;14;1,43;False;4;None;141,43
403;Samsung;DDR4;128;3082;21;1,17;False;4;High-End;268,26
404;Samsung;DDR5;128;7979;36;1,42;True;1;None;375,21
405;G,Skill;DDR4;32;3611;16;1,17;True;4;High-End;170,79
406;Crucial;DDR4;16;3986;19;1,24;False;4;None;134,09
407;Samsung;DDR4;128;3681;18;1,27;True;4;None;273,55
408;Kingston;DDR4;128;2662;17;1,20;False;1;High-End;252,90
409;Corsair;DDR4;64;3143;22;1,11;False;1;High-End;172,44
410;Teamgroup;DDR4;16;2887;21;1,17;True;4;Standard;132,30
411;Samsung;DDR5;16;4975;32;1,16;False;2;High-End;182,93
412;Teamgroup;DDR5;64;6276;39;1,35;True;1;High-End;260,56
413;Samsung;DDR5;16;6625;34;1,38;True;2;None;191,29
414;Samsung;DDR4;16;3615;20;1,33;True;4;None;135,62
415;Samsung;DDR4;64;3715;18;1,26;True;1;None;179,02
416;Crucial;DDR5;32;7022;38;1,40;True;2;Standard;218,80
417;Kingston;DDR5;32;6392;40;1,20;False;4;None;210,65
418;G,Skill;DDR4;128;3563;19;1,41;True;1;None;253,10
419;Corsair;DDR5;32;5477;33;1,34;False;1;Standard;196,04
420;Corsair;DDR5;8;6439;34;1,24;True;2;Standard;181,73
421;Samsung;DDR4;64;3146;18;1,12;False;4;Standard;190,47
422;Teamgroup;DDR5;64;7246;33;1,20;False;4;Standard;291,29
423;Samsung;DDR4;8;3589;22;1,21;False;4;Standard;120,81
424;Crucial;DDR5;64;7835;36;1,40;False;2;High-End;283,47
425;Kingston;DDR4;16;3618;16;1,32;False;2;High-End;133,64
426;Teamgroup;DDR5;32;6397;30;1,21;False;4;None;230,95
427;Kingston;DDR5;128;5676;37;1,12;True;4;High-End;386,11
428;Samsung;DDR4;128;2670;14;1,28;False;2;Standard;257,46
429;Corsair;DDR4;64;3443;14;1,28;True;1;None;182,84
430;G,Skill;DDR5;128;6394;39;1,40;False;1;None;343,92
431;Kingston;DDR4;16;2540;14;1,29;False;2;None;118,02
432;Corsair;DDR4;8;3329;22;1,33;True;2;Standard;112,73
433;Crucial;DDR5;128;6261;35;1,19;False;1;High-End;364,08
434;Teamgroup;DDR5;32;5100;39;1,20;True;2;None;190,62
435;Kingston;DDR4;16;3428;15;1,15;False;1;High-End;127,62
436;Kingston;DDR4;128;2483;19;1,12;False;4;High-End;266,46
437;Samsung;DDR4;8;3914;21;1,32;True;2;High-End;124,91
438;Teamgroup;DDR5;32;6314;33;1,12;False;2;High-End;221,28
439;Teamgroup;DDR5;32;6408;39;1,34;False;1;Standard;193,95
440;Kingston;DDR5;16;5232;38;1,25;False;4;None;176,25
441;Corsair;DDR5;8;5617;39;1,45;True;2;None;157,32
442;Crucial;DDR4;64;2995;22;1,35;True;1;Standard;171,26
443;Crucial;DDR5;32;7005;34;1,28;True;1;Standard;218,62
444;Samsung;DDR5;16;7741;36;1,43;False;2;Standard;196,60
445;Kingston;DDR4;64;3341;17;1,11;False;4;None;189,53
446;Crucial;DDR4;128;3206;16;1,37;False;1;None;248,75
447;Corsair;DDR4;64;2970;21;1,11;True;2;None;174,56
448;Kingston;DDR4;32;3527;14;1,14;True;4;None;163,12
449;Crucial;DDR5;32;7156;36;1,17;True;4;None;235,10
450;Kingston;DDR4;32;2603;19;1,31;False;1;High-End;134,22
451;Crucial;DDR5;64;7278;40;1,18;True;4;Standard;285,56
452;Crucial;DDR5;128;5953;33;1,26;False;2;Standard;364,80
453;Kingston;DDR4;128;3820;15;1,39;True;4;Standard;283,16
454;Corsair;DDR4;128;2706;15;1,16;False;4;None;264,25
455;G,Skill;DDR4;8;3717;21;1,33;True;4;None;125,34
456;Kingston;DDR4;128;3677;21;1,17;True;1;Standard;255,02
457;Corsair;DDR5;128;6225;30;1,11;True;4;High-End;406,21
458;Kingston;DDR4;32;3465;21;1,37;True;2;High-End;150,12
459;G,Skill;DDR5;64;7009;30;1,29;True;2;Standard;286,70
460;Samsung;DDR4;16;2836;22;1,33;False;1;Standard;106,39
461;Samsung;DDR4;64;3000;15;1,26;True;1;High-End;187,80
462;Corsair;DDR4;64;2975;20;1,26;True;2;High-End;186,10
463;G,Skill;DDR5;16;5967;35;1,16;True;2;None;182,16
464;Teamgroup;DDR5;8;5469;35;1,18;False;1;Standard;153,03
465;Samsung;DDR5;8;7067;32;1,15;True;2;Standard;192,56
466;G,Skill;DDR5;32;5144;31;1,42;False;1;Standard;196,50
467;G,Skill;DDR5;64;5472;34;1,10;False;1;None;240,40
468;Samsung;DDR4;32;3257;16;1,25;False;4;Standard;155,96
469;Teamgroup;DDR5;32;7417;34;1,15;False;1;Standard;214,97
470;Samsung;DDR4;8;3156;14;1,22;True;1;None;113,35
471;G,Skill;DDR4;64;2597;20;1,45;False;4;None;179,08
472;G,Skill;DDR5;32;7590;37;1,30;False;2;None;213,46
473;Teamgroup;DDR5;128;6905;37;1,13;True;1;High-End;375,08
474;Samsung;DDR5;64;7298;38;1,26;True;2;High-End;281,72
475;Crucial;DDR5;64;7601;39;1,13;True;1;Standard;266,77
476;G,Skill;DDR5;32;7055;32;1,40;False;1;High-End;223,21
477;Samsung;DDR4;32;3489;22;1,22;False;2;High-End;142,81
478;Kingston;DDR4;16;2652;22;1,43;True;4;High-End;134,92
479;Samsung;DDR5;64;5201;34;1,39;False;1;High-End;250,98
480;Crucial;DDR5;8;7529;36;1,32;False;2;None;175,95
481;Kingston;DDR5;32;7972;40;1,36;True;4;High-End;249,31
482;Teamgroup;DDR4;16;2633;21;1,12;False;1;High-End;112,26
483;G,Skill;DDR5;128;5704;32;1,19;True;2;None;366,84
484;Corsair;DDR4;16;3168;18;1,38;True;2;Standard;127,04
485;Corsair;DDR4;32;2856;16;1,36;True;4;None;154,75
486;Teamgroup;DDR4;64;3205;20;1,37;True;1;None;171,94
487;Kingston;DDR4;128;2631;19;1,36;True;4;None;263,65
488;Corsair;DDR5;8;4971;35;1,39;True;4;None;174,65
489;Kingston;DDR5;128;6017;40;1,40;True;4;None;370,22
490;Teamgroup;DDR5;128;6913;35;1,15;True;4;High-End;403,52
491;Crucial;DDR5;8;7786;39;1,31;False;1;High-End;178,05
492;Teamgroup;DDR4;128;2945;14;1,32;True;1;None;255,66
493;Corsair;DDR4;64;2484;17;1,42;False;4;Standard;186,67
494;Corsair;DDR4;16;2587;14;1,21;False;4;Standard;134,40
495;Teamgroup;DDR5;128;7139;33;1,42;False;4;High-End;401,91
496;Samsung;DDR4;128;2616;22;1,16;False;1;Standard;239,03
497;G,Skill;DDR4;64;2885;18;1,25;False;4;High-End;194,38
498;Crucial;DDR4;8;3285;19;1,42;False;4;Standard;122,88
499;Kingston;DDR4;16;3126;22;1,35;True;4;High-End;138,71
500;Kingston;DDR4;64;3846;20;1,39;True;2;None;183,07
501;Kingston;DDR5;128;7228;33;1,37;True;1;High-End;386,67
502;G,Skill;DDR5;16;7706;35;1,20;False;4;Standard;214,44
503;Teamgroup;DDR4;8;2987;18;1,20;False;1;Standard;104,00
504;Samsung;DDR5;64;5734;34;1,39;True;1;High-End;264,83
505;Crucial;DDR5;32;6578;38;1,19;False;2;None;200,51
506;Kingston;DDR4;32;3411;20;1,11;True;1;None;135,19
507;G,Skill;DDR4;32;3750;22;1,39;False;1;Standard;132,90
508;Crucial;DDR5;32;4832;39;1,31;False;2;None;179,63
509;Corsair;DDR5;64;6615;33;1,30;False;2;High-End;276,37
510;Teamgroup;DDR5;128;7257;35;1,40;True;2;Standard;382,94
511;Teamgroup;DDR4;64;3087;16;1,25;True;2;None;183,00
512;Teamgroup;DDR5;128;6433;36;1,20;False;2;Standard;363,91
513;Crucial;DDR4;128;3464;21;1,37;True;1;High-End;259,31
514;Corsair;DDR4;32;2815;18;1,31;False;1;Standard;131,42
515;Crucial;DDR5;64;4896;38;1,43;False;4;None;250,38
516;Crucial;DDR4;16;2608;17;1,12;False;4;High-End;136,06
517;Samsung;DDR5;16;5417;34;1,26;True;4;High-End;207,95
518;Crucial;DDR4;32;3389;17;1,12;True;1;None;139,51
519;Crucial;DDR4;8;3616;17;1,30;False;2;None;112,53
520;G,Skill;DDR5;32;6460;40;1,36;True;1;High-End;208,68
521;Teamgroup;DDR4;8;2481;17;1,27;False;2;High-End;113,45
522;Kingston;DDR4;128;2534;22;1,42;True;1;High-End;250,37
523;Samsung;DDR5;8;4930;30;1,11;False;4;Standard;181,63
524;G,Skill;DDR5;32;7654;37;1,31;True;1;Standard;219,55
525;Corsair;DDR5;128;6449;31;1,36;True;4;Standard;398,51
526;Corsair;DDR5;32;6851;34;1,11;False;2;Standard;216,96
527;Teamgroup;DDR4;128;3167;15;1,26;True;1;High-End;265,94
528;Samsung;DDR5;128;5647;37;1,31;True;1;None;348,00
529;Teamgroup;DDR4;32;2983;16;1,37;False;1;High-End;141,76
530;Corsair;DDR5;32;6470;38;1,26;True;4;None;223,64
531;Corsair;DDR5;128;6322;37;1,25;True;2;None;363,39
532;G,Skill;DDR4;64;2536;22;1,38;True;2;None;169,59
533;Teamgroup;DDR5;8;6786;37;1,20;False;2;None;165,90
534;G,Skill;DDR4;32;3121;14;1,11;True;1;Standard;145,87
535;Kingston;DDR4;128;3118;21;1,35;False;4;Standard;262,54
536;Corsair;DDR4;64;3976;15;1,28;False;2;Standard;189,61
537;Kingston;DDR5;32;6764;33;1,22;True;2;None;220,74
538;Samsung;DDR4;32;3989;21;1,40;False;1;Standard;136,31
539;Crucial;DDR4;32;3719;15;1,15;False;2;Standard;149,15
540;Samsung;DDR5;8;7259;35;1,14;False;1;High-End;180,46
541;G,Skill;DDR5;16;7507;39;1,11;True;2;High-End;204,20
542;Teamgroup;DDR5;16;6519;31;1,39;False;2;High-End;201,63
543;Corsair;DDR5;128;5416;32;1,45;True;2;Standard;369,13
544;Corsair;DDR4;128;3633;18;1,32;True;2;None;261,16
545;Samsung;DDR5;8;6554;38;1,39;True;4;Standard;191,07
546;Crucial;DDR4;16;3158;21;1,21;True;2;None;118,46
547;Samsung;DDR5;64;6412;30;1,38;False;2;High-End;280,25
548;G,Skill;DDR4;32;2526;16;1,43;True;2;High-End;150,11
549;G,Skill;DDR5;32;6216;40;1,18;False;1;Standard;189,85
550;Kingston;DDR4;8;3671;18;1,38;False;1;None;105,47
551;Teamgroup;DDR5;8;7466;39;1,31;False;2;High-End;182,69
552;Corsair;DDR4;64;3267;22;1,17;True;4;High-End;197,44
553;Samsung;DDR4;16;2771;17;1,36;True;1;High-End;125,37
554;G,Skill;DDR4;128;3912;20;1,25;True;2;None;260,40
555;Crucial;DDR4;32;3694;14;1,11;False;2;Standard;150,45
556;Corsair;DDR4;32;2657;15;1,36;False;4;High-End;158,66
557;Crucial;DDR4;128;3252;17;1,43;False;1;Standard;251,62
558;G,Skill;DDR5;64;7468;38;1,20;False;1;High-End;267,36
559;Corsair;DDR4;32;3031;16;1,13;True;2;High-End;154,15
560;Crucial;DDR5;8;5786;37;1,10;False;2;None;155,10
561;Corsair;DDR4;64;2888;16;1,36;True;2;None;181,40
562;Teamgroup;DDR4;64;3192;15;1,39;True;2;High-End;195,34
563;Teamgroup;DDR4;32;3222;20;1,27;False;4;None;145,68
564;Samsung;DDR5;16;6428;33;1,20;True;4;Standard;212,79
565;Crucial;DDR4;8;2535;19;1,28;False;1;None;94,88
566;Teamgroup;DDR4;128;3655;15;1,24;False;2;Standard;263,84
567;Corsair;DDR4;64;2741;17;1,24;False;2;None;172,73
568;Kingston;DDR4;16;3011;20;1,38;False;2;None;112,79
569;G,Skill;DDR4;16;3465;18;1,25;False;1;High-End;123,42
570;Teamgroup;DDR5;8;5747;40;1,37;False;4;High-End;178,30
571;Corsair;DDR5;32;5482;33;1,37;True;2;None;206,90
572;G,Skill;DDR5;16;5596;36;1,44;True;2;High-End;189,63
573;Teamgroup;DDR5;128;6247;34;1,12;False;4;Standard;382,15
574;Crucial;DDR5;8;6302;40;1,28;False;1;Standard;151,90
575;Crucial;DDR5;8;6079;36;1,40;True;2;Standard;173,79
576;Crucial;DDR5;32;6683;30;1,42;False;4;High-End;247,54
577;Teamgroup;DDR4;8;2933;19;1,20;False;4;None;116,06
578;Kingston;DDR5;16;7948;39;1,14;False;2;Standard;192,76
579;Teamgroup;DDR4;8;3730;19;1,20;False;1;Standard;108,44
580;Crucial;DDR5;128;7235;30;1,21;True;2;High-End;400,92
581;Corsair;DDR4;64;2444;18;1,27;True;1;Standard;172,85
582;Teamgroup;DDR5;32;6627;31;1,44;False;1;High-End;220,61
583;Teamgroup;DDR4;32;2543;18;1,31;True;2;High-End;147,24
584;Corsair;DDR5;8;4985;30;1,21;False;2;High-End;174,12
585;Teamgroup;DDR5;64;5858;38;1,13;True;4;High-End;282,37
586;Teamgroup;DDR4;8;2421;18;1,20;False;2;Standard;105,47
587;Teamgroup;DDR4;16;3640;14;1,36;True;4;High-End;154,82
588;Crucial;DDR4;32;3803;22;1,12;False;2;None;135,32
589;Samsung;DDR5;8;5589;35;1,16;False;4;Standard;178,62
590;Crucial;DDR4;64;3882;20;1,43;False;2;High-End;187,36
591;G,Skill;DDR5;64;5231;38;1,17;True;4;Standard;267,50
592;Kingston;DDR5;32;7617;31;1,36;False;1;Standard;223,20
593;Teamgroup;DDR5;32;5773;34;1,40;False;1;High-End;205,31
594;Crucial;DDR5;32;7032;31;1,43;False;1;None;211,49
595;Teamgroup;DDR5;64;6249;40;1,22;True;4;Standard;274,44
596;Crucial;DDR5;128;6890;30;1,12;False;2;Standard;381,00
597;Corsair;DDR4;32;3552;15;1,35;True;2;Standard;153,82
598;G,Skill;DDR5;128;5939;30;1,41;False;4;None;381,53
599;Teamgroup;DDR4;32;3512;18;1,25;False;4;High-End;161,00
600;Crucial;DDR5;32;5324;30;1,12;True;4;Standard;232,86
601;Corsair;DDR4;8;3020;21;1,39;False;1;High-End;105,76
602;G,Skill;DDR4;8;3931;20;1,36;False;4;None;122,55
603;Crucial;DDR4;64;2684;16;1,35;False;2;None;173,77
604;Kingston;DDR5;16;4830;36;1,22;False;2;None;159,76
605;G,Skill;DDR5;64;6462;32;1,34;False;4;Standard;284,84
606;Kingston;DDR4;32;3888;15;1,41;True;2;High-End;162,50
607;Kingston;DDR4;16;3085;20;1,14;True;4;None;131,38
608;Samsung;DDR4;64;2465;17;1,33;False;4;Standard;186,52
609;Kingston;DDR4;64;2611;19;1,17;True;1;None;168,69
610;Crucial;DDR5;128;6250;38;1,35;True;4;Standard;382,19
611;Teamgroup;DDR5;16;6290;31;1,22;False;1;None;177,55
612;G,Skill;DDR5;128;6681;34;1,42;False;4;High-End;394,94
613;Corsair;DDR4;32;2401;22;1,32;True;4;None;142,11
614;Samsung;DDR4;32;2860;22;1,32;True;2;Standard;137,78
615;G,Skill;DDR4;128;2570;18;1,14;True;2;High-End;262,66
616;G,Skill;DDR4;64;2560;17;1,18;True;2;None;177,28
617;Samsung;DDR5;16;5362;38;1,10;False;1;None;153,35
618;Crucial;DDR4;8;3238;17;1,16;True;4;None;127,50
619;Corsair;DDR5;16;7547;40;1,31;True;4;Standard;210,70
620;Crucial;DDR4;16;3821;14;1,31;False;1;None;122,27
621;Kingston;DDR5;64;5415;40;1,12;True;1;Standard;241,14
622;Kingston;DDR4;32;3070;14;1,42;True;1;None;141,46
623;G,Skill;DDR4;16;3081;21;1,41;True;1;High-End;121,85
624;G,Skill;DDR5;64;6263;38;1,40;False;2;Standard;254,35
625;Samsung;DDR4;128;2674;20;1,40;False;1;None;238,49
626;Samsung;DDR4;128;2905;20;1,40;True;4;High-End;274,34
627;Samsung;DDR5;64;7911;35;1,28;True;1;None;272,82
628;G,Skill;DDR4;64;2823;16;1,18;True;2;Standard;184,88
629;Teamgroup;DDR4;16;3626;15;1,40;False;4;High-End;147,21
630;Crucial;DDR4;64;3404;15;1,26;False;4;High-End;203,03
631;G,Skill;DDR5;64;7176;37;1,25;False;4;High-End;290,53
632;Kingston;DDR5;64;6628;39;1,35;True;2;Standard;264,36
633;Corsair;DDR5;128;7819;36;1,32;False;2;Standard;378,88
634;Crucial;DDR4;64;3712;19;1,38;False;4;None;189,50
635;G,Skill;DDR5;128;5994;39;1,39;False;4;None;363,90
636;Teamgroup;DDR4;16;3667;15;1,28;False;2;High-End;135,54
637;Kingston;DDR5;64;7936;32;1,23;True;2;Standard;292,66
638;Kingston;DDR5;128;5866;38;1,42;True;2;None;356,44
639;Kingston;DDR4;32;2966;22;1,32;True;4;High-End;156,63
640;Crucial;DDR4;16;3230;22;1,42;False;2;Standard;115,54
641;Corsair;DDR5;64;7675;31;1,36;True;2;High-End;299,97
642;Corsair;DDR4;32;2966;14;1,22;False;2;High-End;150,63
643;G,Skill;DDR5;32;5789;38;1,38;False;4;None;208,19
644;Crucial;DDR5;32;6432;34;1,12;False;2;Standard;212,43
645;Teamgroup;DDR4;32;2927;20;1,27;False;2;None;131,32
646;Samsung;DDR4;128;3569;22;1,20;True;2;Standard;258,65
647;Teamgroup;DDR5;64;5603;34;1,20;True;1;Standard;255,32
648;Corsair;DDR5;32;7229;36;1,37;False;2;None;211,59
649;Corsair;DDR5;64;6954;38;1,36;False;2;Standard;261,81
650;Samsung;DDR5;64;6140;31;1,28;False;4;Standard;283,39
651;Corsair;DDR5;32;6883;38;1,23;True;1;None;203,80
652;G,Skill;DDR4;16;3669;22;1,44;True;2;None;121,05
653;Teamgroup;DDR5;128;7997;38;1,12;True;4;High-End;409,15
654;Crucial;DDR5;64;6504;33;1,17;False;2;Standard;267,07
655;Corsair;DDR4;32;3846;16;1,38;True;2;Standard;154,67
656;Samsung;DDR5;16;5063;30;1,19;True;1;None;174,43
657;G,Skill;DDR4;128;2775;17;1,26;True;1;High-End;259,80
658;Crucial;DDR4;8;3541;17;1,26;True;1;Standard;115,93
659;G,Skill;DDR5;128;5940;35;1,22;False;1;None;347,11
660;Teamgroup;DDR4;64;2467;16;1,20;False;1;None;166,04
661;Corsair;DDR5;8;5302;40;1,15;False;2;Standard;149,20
662;Kingston;DDR4;128;3181;14;1,37;True;1;None;257,55
663;Samsung;DDR4;16;3071;22;1,26;False;4;None;122,27
664;Teamgroup;DDR4;64;3641;21;1,30;False;2;Standard;177,93
665;Corsair;DDR4;128;3068;15;1,38;False;4;None;267,14
666;Kingston;DDR5;32;7850;30;1,28;False;2;None;230,44
667;Teamgroup;DDR4;8;2556;19;1,45;False;4;High-End;123,05
668;Kingston;DDR4;128;2921;16;1,25;True;2;None;258,47
669;Teamgroup;DDR4;64;2694;19;1,23;True;4;High-End;197,35
670;Teamgroup;DDR4;8;2535;14;1,38;False;2;None;108,38
671;Teamgroup;DDR5;16;5933;32;1,28;True;1;High-End;193,27
672;G,Skill;DDR5;64;5829;38;1,40;True;2;None;252,36
673;Teamgroup;DDR4;16;2979;16;1,41;False;2;High-End;128,53
674;Corsair;DDR5;128;7018;40;1,25;True;4;Standard;386,43
675;Kingston;DDR4;128;3664;17;1,27;True;1;High-End;266,91
676;Corsair;DDR4;16;3058;15;1,40;True;4;None;138,66
677;Samsung;DDR5;32;7277;32;1,29;False;2;Standard;225,61
678;Corsair;DDR4;32;2428;15;1,44;True;4;Standard;156,82
679;Corsair;DDR4;64;2720;18;1,12;True;4;None;189,06
680;Corsair;DDR5;32;6020;35;1,27;False;4;None;216,76
681;G,Skill;DDR5;32;7981;38;1,17;False;1;Standard;212,96
682;Kingston;DDR5;32;6252;37;1,39;False;4;High-End;228,71
683;Crucial;DDR5;64;6072;37;1,40;True;1;None;248,91
684;Kingston;DDR5;8;7373;35;1,27;True;1;Standard;181,69
685;Crucial;DDR4;64;2487;16;1,45;False;2;None;172,20
686;Samsung;DDR4;64;3478;18;1,24;False;4;None;189,12
687;Crucial;DDR5;8;6812;35;1,20;True;1;High-End;183,73
688;Crucial;DDR5;64;5453;31;1,30;True;4;Standard;284,07
689;G,Skill;DDR4;128;3696;14;1,44;True;4;None;279,67
690;Samsung;DDR4;16;3901;22;1,26;True;1;Standard;120,91
691;G,Skill;DDR4;16;3709;19;1,37;False;4;Standard;135,87
692;Crucial;DDR4;8;3018;21;1,35;True;2;High-End;117,74
693;Teamgroup;DDR5;8;6461;35;1,43;True;2;High-End;188,04
694;Crucial;DDR4;16;3984;14;1,42;True;1;None;129,57
695;G,Skill;DDR5;8;5065;36;1,21;True;2;Standard;162,84
696;Teamgroup;DDR5;8;7444;36;1,15;True;4;High-End;212,83
697;Corsair;DDR5;32;5564;37;1,13;False;2;High-End;205,08
698;Samsung;DDR5;128;4951;32;1,28;False;4;High-End;380,31
699;G,Skill;DDR5;8;6915;37;1,35;False;2;Standard;172,69
700;Crucial;DDR4;8;3709;15;1,22;True;4;None;134,27
701;Teamgroup;DDR4;128;3047;20;1,27;True;2;High-End;263,48
702;Teamgroup;DDR5;32;6874;37;1,34;False;2;Standard;211,13
703;Crucial;DDR5;16;7733;35;1,35;True;1;Standard;198,54
704;Teamgroup;DDR5;32;5479;37;1,17;False;1;None;182,56
705;Kingston;DDR4;16;3120;14;1,37;True;2;High-End;138,66
706;Teamgroup;DDR4;16;2402;14;1,34;False;2;High-End;126,92
707;Crucial;DDR4;32;3266;20;1,29;False;4;Standard;150,03
708;Corsair;DDR5;8;5394;33;1,23;True;1;High-End;172,47
709;Corsair;DDR4;16;3630;14;1,18;False;1;None;120,74
710;Samsung;DDR5;128;7176;35;1,20;False;1;None;360,46
711;Teamgroup;DDR4;16;3850;18;1,28;True;1;High-End;132,50
712;Teamgroup;DDR4;64;2563;19;1,12;True;1;Standard;172,30
713;Samsung;DDR4;128;3154;16;1,17;True;1;High-End;264,33
714;Samsung;DDR4;64;3628;21;1,20;True;4;Standard;195,82
715;Teamgroup;DDR4;16;3936;14;1,11;True;4;Standard;151,19
716;Samsung;DDR5;64;4859;37;1,27;False;1;None;227,71
717;Teamgroup;DDR5;16;6292;33;1,25;False;4;Standard;203,22
718;Corsair;DDR5;32;7057;32;1,30;False;1;High-End;223,23
719;Samsung;DDR4;64;3984;20;1,36;True;2;None;184,17
720;Corsair;DDR5;32;6245;38;1,43;False;1;None;188,81
721;Crucial;DDR4;64;3040;21;1,16;True;4;None;187,12
722;Kingston;DDR4;64;3415;15;1,23;True;4;None;199,12
723;Crucial;DDR5;128;7243;37;1,29;True;4;Standard;394,93
724;Kingston;DDR5;128;6978;32;1,24;True;2;High-End;394,10
725;G,Skill;DDR5;128;7858;31;1,45;True;1;Standard;389,43
726;Kingston;DDR4;128;3982;18;1,29;False;4;High-End;279,96
727;Teamgroup;DDR5;64;6744;34;1,11;False;2;Standard;267,64
728;Kingston;DDR5;16;6762;39;1,14;True;1;High-End;188,05
729;Kingston;DDR4;16;2698;15;1,12;True;2;Standard;127,78
730;Samsung;DDR4;16;3923;21;1,38;False;2;High-End;128,58
731;Kingston;DDR5;64;6277;34;1,37;False;4;None;273,40
732;Kingston;DDR4;128;2621;16;1,32;False;1;High-End;254,07
733;Samsung;DDR5;16;4931;31;1,12;True;2;High-End;192,57
734;Samsung;DDR5;128;6805;34;1,43;False;2;None;366,58
735;Corsair;DDR4;8;3363;19;1,41;True;1;None;107,50
736;Teamgroup;DDR4;8;3558;14;1,16;False;2;None;116,56
737;G,Skill;DDR4;32;2505;15;1,27;True;1;Standard;139,44
738;Corsair;DDR4;8;3894;18;1,22;False;1;None;107,25
739;Teamgroup;DDR5;8;7882;36;1,10;False;1;High-End;185,16
740;Corsair;DDR5;64;5561;37;1,36;False;2;High-End;256,89
741;Teamgroup;DDR5;8;7496;39;1,33;True;4;Standard;199,22
742;Samsung;DDR5;16;6428;39;1,27;False;4;High-End;200,64
743;Samsung;DDR4;64;2464;18;1,33;False;2;None;169,01
744;G,Skill;DDR5;16;5174;40;1,36;True;2;Standard;168,87
745;Teamgroup;DDR4;16;2651;21;1,21;False;4;Standard;124,41
746;Kingston;DDR4;8;3530;17;1,22;False;4;Standard;127,84
747;Crucial;DDR4;128;3727;21;1,31;True;1;None;251,42
748;Kingston;DDR4;16;2891;14;1,25;True;2;High-End;136,83
749;G,Skill;DDR4;64;3160;18;1,38;True;4;None;192,58
750;Samsung;DDR4;8;3408;14;1,26;False;2;High-End;125,36
751;Teamgroup;DDR4;16;2979;22;1,19;True;1;Standard;113,53
752;Crucial;DDR5;128;4892;39;1,33;False;4;None;351,99
753;Crucial;DDR5;8;5448;30;1,24;True;1;Standard;171,02
754;Teamgroup;DDR4;8;3692;22;1,24;True;1;None;105,64
755;Corsair;DDR4;64;3931;14;1,38;True;2;Standard;196,75
756;Teamgroup;DDR4;32;3932;16;1,11;True;1;Standard;149,36
757;G,Skill;DDR5;32;7903;35;1,21;True;2;High-End;242,49
758;Samsung;DDR5;128;6148;40;1,16;True;1;High-End;360,83
759;G,Skill;DDR5;8;5183;39;1,13;False;4;None;160,74
760;G,Skill;DDR4;8;3565;20;1,13;True;1;None;107,62
761;Samsung;DDR4;64;3574;15;1,30;True;2;Standard;192,39
762;Teamgroup;DDR4;32;2867;15;1,34;False;4;Standard;154,34
763;G,Skill;DDR4;8;2944;20;1,22;True;4;Standard;124,65
764;G,Skill;DDR5;128;5080;36;1,31;False;4;High-End;373,60
765;Kingston;DDR5;128;5676;33;1,15;True;2;Standard;369,91
766;Kingston;DDR5;32;6148;37;1,44;True;1;High-End;211,39
767;Kingston;DDR5;32;7598;37;1,18;False;2;None;213,55
768;Crucial;DDR5;64;6671;30;1,35;True;2;None;277,65
769;Crucial;DDR4;128;2616;15;1,36;False;1;High-End;255,53
770;G,Skill;DDR4;64;3667;15;1,20;False;4;Standard;199,14
771;Kingston;DDR5;8;6868;33;1,40;True;1;None;174,88
772;G,Skill;DDR4;32;3795;22;1,37;False;4;None;147,26
773;Crucial;DDR5;64;5859;31;1,33;False;2;High-End;272,26
774;Kingston;DDR4;32;3729;17;1,35;False;2;High-End;152,23
775;Corsair;DDR5;16;5535;34;1,26;True;4;High-End;209,22
776;Crucial;DDR5;16;7816;32;1,27;False;2;Standard;205,51
777;Crucial;DDR5;16;6399;37;1,22;False;1;High-End;180,08
778;Corsair;DDR5;128;7623;33;1,34;True;4;High-End;415,24
779;Kingston;DDR4;128;3296;15;1,40;True;4;High-End;284,97
780;Corsair;DDR5;128;6376;38;1,32;True;4;High-End;391,65
781;Kingston;DDR5;64;7867;39;1,38;False;2;High-End;277,74
782;G,Skill;DDR5;64;6884;31;1,43;False;1;None;261,73
783;G,Skill;DDR4;32;3360;14;1,32;False;2;Standard;147,78
784;G,Skill;DDR5;32;6970;31;1,42;False;1;High-End;224,32
785;Kingston;DDR4;128;2782;15;1,38;True;4;Standard;274,86
786;Teamgroup;DDR4;128;3631;22;1,43;False;1;Standard;247,15
787;Corsair;DDR5;128;5219;31;1,43;False;2;None;355,53
788;Crucial;DDR4;128;3329;17;1,38;False;4;None;266,23
789;Corsair;DDR5;128;7607;40;1,19;True;1;Standard;368,49
790;Crucial;DDR4;16;3689;16;1,30;True;1;High-End;134,21
791;Crucial;DDR5;8;6693;31;1,29;False;1;None;168,94
792;G,Skill;DDR5;64;7276;33;1,20;True;4;None;294,31
793;G,Skill;DDR4;32;3730;18;1,40;False;4;Standard;156,74
794;Crucial;DDR4;8;3406;19;1,37;False;2;None;107,85
795;Corsair;DDR4;128;2733;19;1,12;True;4;Standard;268,46
796;Crucial;DDR5;128;7299;36;1,17;True;1;High-End;381,36
797;Crucial;DDR5;128;5430;36;1,33;False;1;None;339,58
